,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GrLivArea_log,LotArea_log,1stFlrSF_log,2ndFlrSf_log,BsmtUnfSF_log,LotFrontage_log,MasVnrArea_log,Has_MiscVal,MiscVal_log,Has_PoolArea,PoolArea_log,Has_3SsnPorch,3SsnPorch_log,Has_LowQualFinSF,LowQualFinSF_log,Has_ScreenPorch,ScreenPorch_log,Has_EnclosedPorch,EnclosedPorch_log,Has_WoodDeckSF,WoodDeckSF_log,Has_OpenPorchSF,OpenPorchSF_log,Has_MasVnrArea,TotalBsmtFinSF,TotalBsmtFinSF_log,SalePrice_log,LandSlope_mapped,ExterQual_mapped,ExterCond_mapped,BsmtQual_mapped,BsmtCond_mapped,BsmtExposure_mapped,LotShape_mapped,HouseAge,RemodAge,GarageAge,TotalYears,HasGarage
128,128,129,60,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,GasA,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1966.0,RFn,2,453,TA,TA,Y,188,108,0,0,0,0,0,7,2006,WD,Normal,155000,7.207118856207756,8.934718614016768,6.493753839851686,6.535241271013659,5.003946305945459,4.248495242049359,5.58724865840025,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.241747015059643,1,4.6913478822291435,1,512,6.240275845170769,11.951186847493476,3,3,3,3.0,3.0,1,4,40,40,40.0,40,1
129,129,130,20,RL,69.0,8973,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,GasA,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,2Types,1998.0,RFn,2,750,TA,TA,Y,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000,6.960347729101308,9.102086786535928,6.960347729101308,0.0,6.025865973825314,4.248495242049359,4.454347296253507,0,0.0,0,0.0,1,5.198497031265826,0,0.0,0,0.0,0,0.0,0,0.0,1,4.394449154672439,1,595,6.39024066706535,11.918397239722838,3,3,3,3.0,3.0,1,4,48,15,8.0,15,1
130,130,131,60,RL,88.0,14200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,GasA,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Attchd,1966.0,Fin,2,487,TA,TA,Y,105,66,0,0,0,0,0,5,2006,WD,Normal,226000,7.67693714581808,9.561067663645012,7.104144092987527,6.848005274576363,6.173786103901937,4.48863636973214,5.736572297479192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.663439094112067,1,4.204692619390966,1,445,6.100318952020064,12.328294703023394,3,3,3,3.0,3.0,1,4,40,40,40.0,40,1
131,131,132,60,RL,65.0,12224,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,GasA,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2000.0,RFn,2,390,TA,TA,Y,24,48,0,0,0,0,0,7,2009,WD,Normal,244000,7.628031126930335,9.411238314343073,6.930494765951626,6.940222469119639,5.697093486505405,4.189654742026425,3.713572066704308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2188758248682006,1,3.8918202981106265,1,695,6.54534966033442,12.404927602627597,3,4,3,4.0,3.0,1,3,9,9,9.0,9,1
132,132,133,20,RL,75.0,7388,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,GasA,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,Detchd,1974.0,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,150750,7.191429330036379,8.907747686788648,7.191429330036379,0.0,6.490723534502507,4.330733340286331,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,405,6.0063531596017325,11.923384748066601,3,3,3,3.0,3.0,1,4,48,5,33.0,5,1
133,133,134,20,RL,85.0,6853,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,GasA,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,Attchd,2001.0,Fin,2,471,TA,TA,Y,192,25,0,0,0,0,0,6,2009,WD,Normal,220000,7.167809184316444,8.832587702434553,7.167809184316444,0.0,5.572154032177765,4.454347296253507,4.919980925828125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,1,3.258096538021482,1,1005,6.913737350659685,12.301387370778713,3,4,3,5.0,3.0,1,3,8,7,8.0,7,1
134,134,135,20,RL,78.0,10335,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,Attchd,1968.0,RFn,2,440,TA,TA,Y,0,96,180,0,0,0,0,7,2006,WD,Normal,180000,7.451241684987676,9.243388226022383,7.451241684987676,0.0,6.79346613258001,4.3694478524670215,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.198497031265826,0,0.0,1,4.574710978503383,0,570,6.3473892096560105,12.100717685412471,3,3,3,3.0,3.0,1,3,38,13,38.0,13,1
135,135,136,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1970.0,Unf,2,530,TA,TA,Y,98,0,0,0,0,0,0,5,2008,WD,Normal,174000,7.428333194190806,9.249657234353133,7.428333194190806,0.0,7.173958319756794,4.394449154672439,5.666426688112432,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.59511985013459,0,0.0,1,0,0.0,12.066816325306588,3,3,3,3.0,3.0,1,4,38,38,38.0,38,1
136,136,137,20,RL,73.0,10355,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,GasA,TA,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Attchd,1967.0,RFn,1,318,TA,TA,Y,0,111,0,0,0,0,0,7,2007,WD,Normal,143000,7.102499355774649,9.245321340871428,7.102499355774649,0.0,6.253828811575473,4.30406509320417,5.2832037287379885,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.718498871295094,1,695,6.54534966033442,11.870606902224587,3,3,3,3.0,3.0,1,3,40,40,40.0,40,1
137,137,138,90,RL,82.0,11070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,GasA,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,2Types,1989.0,Unf,3,766,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Family,171000,7.580699752224563,9.312084355859467,7.580699752224563,0.0,7.553810852008231,4.418840607796598,4.2626798770413155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,12.049424683420915,3,3,3,3.0,3.0,1,4,18,17,17.0,17,1
138,138,139,60,RL,73.0,9066,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,Attchd,1999.0,Fin,3,660,TA,TA,Y,224,106,0,0,0,0,0,12,2008,WD,Normal,230000,7.52456122628536,9.112396727646056,6.912742820493176,6.744059186311348,5.820082930352362,4.30406509320417,5.771441123130016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.41610040220442,1,4.672828834461906,1,668,6.505784060128229,12.345838935721968,3,4,3,4.0,3.0,2,3,9,8,9.0,8,1
139,139,140,60,RL,65.0,15426,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,Attchd,1997.0,RFn,2,470,TA,TA,Y,276,99,0,0,0,0,0,8,2009,WD,Normal,231500,7.475905969367397,9.64387450001194,6.834108738813838,6.729824070489475,4.68213122712422,4.189654742026425,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.6240175061873385,1,4.605170185988092,0,821,6.71174039505618,12.352339472153524,3,3,3,4.0,3.0,1,3,12,12,12.0,12,1
140,140,141,20,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,NoGarage,0.0,NoGarage,0,0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,ConLI,Normal,115000,6.762729506931879,9.259225769705994,6.762729506931879,0.0,6.07073772800249,4.2626798770413155,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,432,6.07073772800249,11.652696102959753,3,3,3,3.0,3.0,1,4,39,39,2010.0,39,0
141,141,142,20,RL,78.0,11645,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2,660,TA,TA,Y,160,24,0,0,0,0,0,1,2006,WD,Normal,260000,7.45876269238096,9.362718052397065,7.45876269238096,0.0,6.075346031088684,4.3694478524670215,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.081404364984463,1,3.2188758248682006,0,1300,7.170888478512505,12.468440756144114,3,4,3,4.0,3.0,3,4,1,1,1.0,1,1
142,142,143,50,RL,71.0,8520,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,Detchd,2000.0,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,166000,7.234177179749849,9.050288983827956,6.814542897259958,6.16541785423142,6.0014148779611505,4.276666119016055,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,507,6.230481447578482,12.019749091416921,3,3,2,3.0,3.0,1,4,58,58,10.0,58,1
143,143,144,20,RL,78.0,10335,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,2,577,TA,TA,Y,144,29,0,0,0,0,0,6,2009,WD,Normal,204000,7.31455283232408,9.243388226022383,7.31455283232408,0.0,6.699500340161678,4.3694478524670215,5.214935757608986,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.976733742420574,1,3.4011973816621555,1,679,6.522092798170152,12.225880174775122,3,4,3,4.0,3.0,4,3,10,10,10.0,10,1
144,144,145,90,RM,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,Detchd,1963.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml,125000,7.455298485683291,9.116139576577355,7.455298485683291,0.0,5.983936280687191,4.2626798770413155,5.820082930352362,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1332,7.195187320178709,11.736077016252437,3,3,3,3.0,3.0,1,4,43,43,43.0,43,1
145,145,146,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,130000,7.444248649496705,7.833203948641057,6.878326468291325,6.606650186198215,6.878326468291325,3.2188758248682006,3.9318256327243257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.713572066704308,1,0,0.0,11.775297421715827,3,4,3,4.0,3.0,1,4,2,0,2.0,0,1
146,146,147,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1931.0,Unf,1,180,Fa,TA,Y,48,0,0,0,0,0,0,11,2009,WD,Normal,105000,6.775366090936392,8.71948076085107,6.775366090936392,0.0,6.2285110035911835,3.9512437185814275,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8918202981106265,0,0.0,0,209,5.3471075307174685,11.561725152903833,3,3,3,3.0,3.0,1,4,78,16,78.0,16,1
147,147,148,60,RL,65.0,9505,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2001.0,Fin,2,434,TA,TA,Y,144,48,0,0,0,0,0,5,2010,WD,Normal,222500,7.618742377670413,9.159678457173955,6.785587645007929,7.049254841255837,6.785587645007929,4.189654742026425,5.198497031265826,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.976733742420574,1,3.8918202981106265,1,0,0.0,12.312686874960354,3,4,3,4.0,3.0,1,3,9,9,9.0,9,1
148,148,149,20,RL,63.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,NoGarage,0.0,NoGarage,0,0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,141000,6.985641817639208,8.922791623969637,6.985641817639208,0.0,5.993961427306569,4.1588830833596715,4.795790545596741,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,680,6.523562306149512,11.856522261533737,3,3,3,4.0,3.0,1,4,4,3,2008.0,3,0
149,149,150,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,Detchd,1936.0,Unf,1,240,Fa,TA,Y,200,114,0,0,0,0,0,4,2006,WD,Normal,115000,7.20414929203594,8.738895704934043,6.799055862058796,6.1070228877422545,6.799055862058796,3.970291913552122,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.303304908059076,1,4.74493212836325,0,0,0.0,11.652696102959753,3,3,3,4.0,3.0,1,4,70,56,70.0,56,1
150,150,151,20,RL,120.0,10356,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,122000,6.877296071497429,9.24541789858888,6.877296071497429,0.0,5.537334267018537,4.795790545596741,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,716,6.57507584059962,11.711784520403112,3,3,3,3.0,3.0,3,4,32,32,32.0,32,1
151,151,152,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,RFn,3,866,TA,TA,Y,0,102,0,0,0,0,0,1,2008,New,Partial,372402,7.444833273892193,9.539068413863964,7.444833273892193,0.0,5.739792912179234,4.68213122712422,6.07993319509559,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.634728988229636,1,1400,7.244941546337007,12.827731880206521,3,4,3,5.0,3.0,4,4,1,0,1.0,0,1
152,152,153,60,RL,80.0,14803,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Attchd,1971.0,RFn,2,495,TA,TA,Y,0,66,0,0,0,0,0,6,2006,WD,Normal,190000,7.597897950521784,9.602652693506046,7.001245622069476,6.799055862058796,6.016157159698354,4.394449154672439,5.53338948872752,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.204692619390966,1,416,6.0330862217988015,12.154784614286667,3,3,3,3.0,3.0,1,3,35,35,35.0,35,1
153,153,154,20,RL,80.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Attchd,1960.0,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,0,3,2008,WD,Normal,235000,7.133295954896068,9.510519035757246,7.133295954896068,0.0,4.543294782270004,4.394449154672439,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.016157159698354,0,0.0,0,1509,7.31986492980897,12.367345048436391,3,3,3,4.0,3.0,4,4,48,33,48.0,33,1
154,154,155,30,RM,84.0,11340,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,Detchd,1923.0,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,0,0,3,2006,WD,Family,125000,7.0909098220799835,9.33617975681533,7.0909098220799835,0.0,7.0909098220799835,4.442651256490317,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.43372200355424,0,0.0,0,0.0,0,0,0.0,11.736077016252437,3,3,3,3.0,3.0,1,4,83,56,83.0,56,1
155,155,156,50,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,NoGarage,0.0,NoGarage,0,0,TA,TA,N,0,8,128,0,0,0,0,4,2008,WD,Normal,79000,7.00033446027523,9.169622538697624,6.35088571671474,6.263398262591624,6.35088571671474,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.859812404361672,0,0.0,1,2.1972245773362196,0,0,0.0,11.277215789596893,3,3,3,3.0,3.0,1,4,84,58,2008.0,58,0
156,156,157,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,,,No,,0,,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1950.0,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,109500,6.947937068614969,8.881975184248867,6.947937068614969,0.0,0.0,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.603688960617083,3,3,3,,,1,4,56,56,56.0,56,1
157,157,158,60,RL,92.0,12003,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,BuiltIn,2009.0,Fin,3,680,TA,TA,Y,0,75,0,0,0,0,0,5,2010,New,Partial,269500,7.585281078639126,9.392995206560258,6.652863029353347,7.085901464365611,6.652863029353347,4.532599493153256,4.442651256490317,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.330733340286331,1,0,0.0,12.504327379899443,3,4,3,5.0,3.0,1,4,1,0,1.0,0,1
158,158,159,60,FV,100.0,12552,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,0,5,2010,WD,Normal,254900,7.5745584842024805,9.437714959818209,6.899723107284872,6.863803391452954,6.646390514847729,4.61512051684126,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.919980925828125,0,222,5.407171771460119,12.448630513463613,3,4,3,4.0,3.0,1,4,6,5,6.0,5,1
159,159,160,60,RL,134.0,19378,Pave,,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,2006.0,RFn,2,576,TA,TA,Y,239,132,0,168,0,0,0,3,2006,New,Partial,320000,7.809135398120538,9.87194528452625,7.239214973779806,6.976348070447749,7.197435354096591,4.90527477843843,6.124683390894205,0,0.0,0,0.0,1,5.1298987149230735,0,0.0,0,0.0,0,0.0,1,5.480638923341991,1,4.890349128221754,1,57,4.060443010546419,12.676079399771027,3,4,3,4.0,3.0,2,3,1,0,0.0,0,1
